date,region,wind
2007-04-04 00:00:00,ouest,modere 
,sud,fort 
2007-04-05 00:00:00,est,modere 
2007-04-06 00:00:00,est,modere 
2007-04-09 00:00:00,ouest,modere 
2007-04-10 00:00:00,-,faible 
2007-04-11 00:00:00,sud,modere 
2007-04-13 00:00:00,-,modere 
2007-04-14 00:00:00,-,modere 
2007-04-16 00:00:00,-,faible 
2007-04-17 00:00:00,-,faible 
2007-04-18 00:00:00,nord,modere 
2007-04-22 00:00:00,-,faible 
2007-05-06 00:00:00,sud,modere 
,nord,fort 
2007-05-10 00:00:00,-,fort 
2007-05-13 00:00:00,-,faible 
2007-05-14 00:00:00,-,modere 
2007-05-16 00:00:00,sud,fort 
,nord,modere 
2007-05-18 00:00:00,-,fort 
2007-05-21 00:00:00,-,faible 
2007-05-27 00:00:00,-,fort 
2007-05-29 00:00:00,nord,fort 
2007-06-25 00:00:00,-,modere 
2007-08-08 00:00:00,-,faible 
2007-08-10 00:00:00,nord,modere 
2007-09-05 00:00:00,-,fort 
2007-09-17 00:00:00,ouest,modere 
,sud,faible 
2007-09-26 00:00:00,nord,modere 
2007-11-08 00:00:00,ouest,modere 
,nord,modere 
2007-11-09 00:00:00,-,fort 
2007-11-10 00:00:00,nord,fort 
,ouest,modere 
2007-11-11 00:00:00,ouest,modere 
,nord,fort 
2007-11-12 00:00:00,-,modere 
2007-11-13 00:00:00,ouest,modere 
2007-11-14 00:00:00,-,modere 
2007-11-15 00:00:00,-,modere 
2007-11-16 00:00:00,est,modere 
,-,modere 
2007-11-17 00:00:00,nord,modere 
2007-11-19 00:00:00,-,modere 
2007-11-20 00:00:00,sud,modere 
2007-11-25 00:00:00,-,faible 
2007-11-27 00:00:00,nord,fort 
2007-11-28 00:00:00,-,fort 
2007-11-29 00:00:00,sud,fort 
2007-11-30 00:00:00,-,fort 
2007-12-01 00:00:00,-,modere 
2007-12-02 00:00:00,nord,fort 
,ouest,modere 
2007-12-03 00:00:00,sud,fort 
2007-12-04 00:00:00,nord,fort 
2007-12-05 00:00:00,ouest,modere 
2007-12-06 00:00:00,ouest,modere 
2007-12-07 00:00:00,nord,fort 
2007-12-08 00:00:00,ouest,fort 
2007-12-10 00:00:00,ouest,fort 
2007-12-11 00:00:00,-,modere 
2007-12-12 00:00:00,nord,fort 
2007-12-14 00:00:00,nord,fort 
2007-12-15 00:00:00,nord,fort 
2007-12-16 00:00:00,est,modere 
2007-12-17 00:00:00,sud,fort 
2007-12-19 00:00:00,sud,modere 
2007-12-22 00:00:00,-,fort 
2007-12-23 00:00:00,-,faible 
2007-12-24 00:00:00,nord,modere 
2007-12-25 00:00:00,-,faible 
2007-12-26 00:00:00,nord,modere 
2007-12-27 00:00:00,-,faible 
2007-12-28 00:00:00,-,modere 
2007-12-29 00:00:00,sud,faible 
,nord,modere 
2007-12-30 00:00:00,nord,modere 
2007-12-31 00:00:00,-,modere 
2008-01-01 00:00:00,nord,modere 
2008-01-02 00:00:00,sud,modere 
2008-01-03 00:00:00,sud,modere 
2008-01-04 00:00:00,sud,modere 
2008-01-05 00:00:00,nord,fort 
2008-01-06 00:00:00,-,fort 
2008-01-08 00:00:00,sud,modere 
2008-01-11 00:00:00,-,fort 
2008-01-13 00:00:00,sud,modere 
2008-01-14 00:00:00,-,fort 
2008-01-17 00:00:00,-,faible 
2008-01-20 00:00:00,ouest,modere 
2008-01-21 00:00:00,nord,modere 
2008-01-22 00:00:00,-,fort 
2008-01-23 00:00:00,-,modere 
2008-01-25 00:00:00,nord,modere 
2008-01-26 00:00:00,nord,modere 
2008-01-27 00:00:00,sud,fort 
,ouest,fort 
2008-01-28 00:00:00,nord,modere 
2008-01-29 00:00:00,ouest,modere 
2008-01-30 00:00:00,ouest,modere 
2008-01-31 00:00:00,sud,modere 
2008-02-02 00:00:00,sud,fort 
,nord,modere 
2008-02-03 00:00:00,sud,fort 
2008-02-05 00:00:00,sud,modere 
2008-02-06 00:00:00,ouest,modere 
2008-02-08 00:00:00,nord,modere 
2008-02-09 00:00:00,nord,modere 
2008-02-10 00:00:00,nord,modere 
2008-02-11 00:00:00,est,modere 
2008-02-13 00:00:00,-,faible 
2008-02-15 00:00:00,nord,modere 
2008-02-16 00:00:00,nord,modere 
2008-02-17 00:00:00,nord,modere 
2008-02-22 00:00:00,ouest,modere 
2008-02-23 00:00:00,-,faible 
2008-02-24 00:00:00,sud,modere 
2008-02-25 00:00:00,sud,modere 
2008-02-26 00:00:00,sud,modere 
2008-02-27 00:00:00,-,faible 
2008-02-28 00:00:00,-,faible 
2008-02-29 00:00:00,ouest,modere 
2008-03-01 00:00:00,-,fort 
2008-03-02 00:00:00,ouest,fort 
2008-03-03 00:00:00,ouest,faible 
,sud,modere 
2008-03-04 00:00:00,nord,modere 
2008-03-05 00:00:00,nord,fort 
2008-03-07 00:00:00,-,modere 
2008-03-09 00:00:00,sud,modere 
2008-03-11 00:00:00,ouest,fort 
2008-03-13 00:00:00,sud,fort 
,ouest,modere 
,nord,fort 
2008-03-15 00:00:00,sud,modere 
2008-03-16 00:00:00,-,fort 
2008-03-17 00:00:00,-,fort 
2008-03-19 00:00:00,-,faible 
2008-03-26 00:00:00,ouest,faible 
,nord,modere 
2008-03-28 00:00:00,sud,modere 
2008-03-29 00:00:00,ouest,modere 
2008-03-30 00:00:00,sud,fort 
2008-04-01 00:00:00,-,faible 
2008-04-04 00:00:00,-,modere 
2008-04-05 00:00:00,nord,modere 
2008-04-06 00:00:00,ouest,modere 
2008-04-07 00:00:00,-,modere 
2008-04-18 00:00:00,-,faible 
2008-04-19 00:00:00,sud,modere 
2008-04-20 00:00:00,sud,modere 
2008-04-22 00:00:00,-,fort 
2008-04-23 00:00:00,-,modere 
2008-04-24 00:00:00,-,faible 
2008-04-26 00:00:00,-,faible 
2008-04-27 00:00:00,ouest,modere 
2008-04-28 00:00:00,-,modere 
2008-04-29 00:00:00,ouest,modere 
2008-04-30 00:00:00,sud,fort 
2008-05-02 00:00:00,-,modere 
2008-05-03 00:00:00,nord,modere 
2008-05-04 00:00:00,nord,modere 
2008-05-05 00:00:00,est,modere 
2008-05-18 00:00:00,nord,modere 
2008-05-22 00:00:00,nord,modere 
2008-05-26 00:00:00,sud,fort 
2008-05-30 00:00:00,-,fort 
2008-07-13 00:00:00,-,faible 
2008-07-14 00:00:00,-,faible 
2008-10-29 00:00:00,sud,fort 
2008-10-30 00:00:00,sud,fort 
2008-10-31 00:00:00,sud,fort 
,nord,faible 
2008-11-02 00:00:00,sud,modere 
2008-11-03 00:00:00,-,modere 
2008-11-04 00:00:00,sud,fort 
2008-11-05 00:00:00,-,fort 
2008-11-07 00:00:00,-,fort 
2008-11-10 00:00:00,sud,modere 
2008-11-13 00:00:00,-,faible 
2008-11-14 00:00:00,nord,modere 
2008-11-16 00:00:00,nord,modere 
2008-11-21 00:00:00,-,fort 
2008-11-22 00:00:00,-,fort 
2008-11-23 00:00:00,-,modere 
2008-11-24 00:00:00,ouest,modere 
2008-11-26 00:00:00,nord,modere 
2008-11-27 00:00:00,sud,modere 
2008-11-28 00:00:00,sud,fort 
2008-11-29 00:00:00,-,modere 
2008-12-03 00:00:00,-,modere 
2008-12-04 00:00:00,-,modere 
2008-12-06 00:00:00,-,modere 
2008-12-07 00:00:00,nord,faible 
2008-12-09 00:00:00,-,modere 
2008-12-10 00:00:00,nord,modere 
2008-12-11 00:00:00,-,modere 
2008-12-12 00:00:00,nord,modere 
2008-12-13 00:00:00,-,modere 
2008-12-14 00:00:00,-,fort 
2008-12-16 00:00:00,sud,modere 
,nord,faible 
2008-12-17 00:00:00,est,faible 
,nord,modere 
2008-12-18 00:00:00,-,fort 
2008-12-19 00:00:00,nord,modere 
2008-12-20 00:00:00,-,fort 
2008-12-25 00:00:00,-,fort 
2008-12-27 00:00:00,sud,fort 
,nord,faible 
2008-12-29 00:00:00,-,fort 
2008-12-30 00:00:00,-,fort 
2008-12-31 00:00:00,-,modere 
2009-01-01 00:00:00,-,faible 
2009-01-02 00:00:00,nord,modere 
2009-01-03 00:00:00,est,modere 
2009-01-04 00:00:00,nord,modere 
2009-01-05 00:00:00,-,modere 
2009-01-09 00:00:00,sud,modere 
2009-01-10 00:00:00,sud,modere 
2009-01-11 00:00:00,est,modere 
2009-01-12 00:00:00,sud,modere 
2009-01-13 00:00:00,sud,modere 
2009-01-14 00:00:00,-,modere 
2009-01-16 00:00:00,-,faible 
2009-01-17 00:00:00,ouest,modere 
2009-01-18 00:00:00,-,fort 
2009-01-19 00:00:00,-,fort 
2009-01-20 00:00:00,-,faible 
2009-01-21 00:00:00,est,modere 
2009-01-24 00:00:00,sud,modere 
2009-01-25 00:00:00,nord,fort 
2009-01-26 00:00:00,sud,modere 
2009-01-27 00:00:00,-,modere 
2009-01-28 00:00:00,nord,modere 
2009-01-30 00:00:00,-,faible 
2009-01-31 00:00:00,-,faible 
2009-02-02 00:00:00,-,modere 
2009-02-03 00:00:00,sud,modere 
2009-02-04 00:00:00,sud,modere 
2009-02-06 00:00:00,-,fort 
2009-02-07 00:00:00,-,fort 
2009-02-08 00:00:00,nord,fort 
2009-02-09 00:00:00,nord,fort 
,est,faible 
,sud,modere 
2009-02-10 00:00:00,est,fort 
2009-02-11 00:00:00,nord,fort 
2009-02-12 00:00:00,-,modere 
2009-02-13 00:00:00,-,fort 
2009-02-15 00:00:00,nord,fort 
2009-02-16 00:00:00,-,faible 
2009-02-17 00:00:00,-,faible 
2009-02-19 00:00:00,-,modere 
2009-02-20 00:00:00,-,modere 
2009-02-21 00:00:00,nord,modere 
2009-02-22 00:00:00,-,modere 
2009-02-23 00:00:00,nord,fort 
2009-02-24 00:00:00,-,fort 
2009-02-25 00:00:00,-,faible 
2009-02-26 00:00:00,ouest,faible 
,est,fort 
2009-02-28 00:00:00,-,faible 
2009-03-01 00:00:00,-,faible 
2009-03-02 00:00:00,-,faible 
2009-03-03 00:00:00,-,faible 
2009-03-06 00:00:00,-,modere 
2009-03-07 00:00:00,nord,fort 
2009-03-08 00:00:00,nord,fort 
2009-03-10 00:00:00,ouest,fort 
2009-03-12 00:00:00,-,fort 
2009-03-14 00:00:00,ouest,fort 
2009-03-15 00:00:00,nord,modere 
2009-03-16 00:00:00,nord,modere 
2009-03-17 00:00:00,nord,modere 
2009-03-18 00:00:00,-,modere 
2009-03-20 00:00:00,-,fort 
2009-03-22 00:00:00,-,fort 
2009-03-24 00:00:00,est,fort 
2009-03-27 00:00:00,ouest,faible 
,sud,modere 
2009-03-29 00:00:00,nord,modere 
2009-03-30 00:00:00,-,modere 
2009-03-31 00:00:00,nord,modere 
2009-04-01 00:00:00,-,fort 
2009-04-08 00:00:00,sud,modere 
2009-04-09 00:00:00,sud,modere 
2009-04-10 00:00:00,-,modere 
2009-04-11 00:00:00,-,modere 
2009-04-12 00:00:00,sud,modere 
2009-04-13 00:00:00,-,faible 
2009-04-16 00:00:00,-,modere 
2009-04-17 00:00:00,-,faible 
2009-04-18 00:00:00,-,faible 
2009-04-20 00:00:00,-,faible 
2009-04-21 00:00:00,nord,modere 
2009-04-22 00:00:00,nord,modere 
2009-04-24 00:00:00,-,faible 
2009-04-25 00:00:00,-,fort 
2009-04-28 00:00:00,-,fort 
2009-04-30 00:00:00,nord,modere 
2009-05-02 00:00:00,-,modere 
2009-05-04 00:00:00,nord,modere 
2009-05-06 00:00:00,nord,fort 
2009-05-08 00:00:00,-,modere 
2009-05-10 00:00:00,-,modere 
2009-05-12 00:00:00,-,modere 
2009-05-15 00:00:00,-,modere 
2009-05-16 00:00:00,sud,modere 
2009-05-18 00:00:00,sud,modere 
2009-05-20 00:00:00,-,faible 
2009-05-25 00:00:00,ouest,faible 
2009-05-29 00:00:00,-,modere 
2009-09-16 00:00:00,sud,modere 
2009-10-12 00:00:00,-,modere 
2009-10-15 00:00:00,-,fort 
2009-11-03 00:00:00,ouest,fort 
2009-11-04 00:00:00,-,fort 
2009-11-07 00:00:00,sud,fort 
2009-11-09 00:00:00,nord,modere 
2009-11-12 00:00:00,nord,fort 
2009-11-16 00:00:00,-,modere 
2009-11-23 00:00:00,sud,modere 
,nord,fort 
2009-11-25 00:00:00,sud,modere 
,ouest,fort 
2009-11-27 00:00:00,sud,fort 
2009-11-28 00:00:00,-,modere 
2009-11-29 00:00:00,-,fort 
2009-11-30 00:00:00,sud,modere 
2009-12-01 00:00:00,-,faible 
2009-12-02 00:00:00,-,faible 
2009-12-04 00:00:00,-,faible 
2009-12-06 00:00:00,-,fort 
2009-12-07 00:00:00,ouest,fort 
2009-12-08 00:00:00,-,modere 
2009-12-09 00:00:00,-,modere 
2009-12-11 00:00:00,nord,modere 
2009-12-12 00:00:00,nord,modere 
2009-12-13 00:00:00,-,faible 
2009-12-14 00:00:00,-,faible 
2009-12-15 00:00:00,nord,modere 
2009-12-16 00:00:00,nord,faible 
2009-12-18 00:00:00,-,modere 
2009-12-19 00:00:00,ouest,faible 
2009-12-20 00:00:00,-,modere 
2009-12-21 00:00:00,sud,fort 
2009-12-22 00:00:00,sud,modere 
2009-12-24 00:00:00,-,fort 
2009-12-25 00:00:00,-,fort 
2010-01-01 00:00:00,-,faible 
2010-01-02 00:00:00,nord,fort 
2010-01-03 00:00:00,ouest,modere 
2010-01-04 00:00:00,-,modere 
2010-01-06 00:00:00,-,modere 
2010-01-10 00:00:00,-,fort 
2010-01-12 00:00:00,sud,modere 
2010-01-13 00:00:00,est,faible 
,nord,modere 
2010-01-15 00:00:00,nord,modere 
2010-01-16 00:00:00,-,modere 
2010-01-17 00:00:00,-,modere 
2010-01-20 00:00:00,ouest,modere 
2010-01-21 00:00:00,-,faible 
2010-01-22 00:00:00,nord,modere 
2010-01-24 00:00:00,-,faible 
2010-01-26 00:00:00,nord,modere 
2010-01-27 00:00:00,-,modere 
2010-01-29 00:00:00,nord,fort 
,sud,modere 
2010-01-30 00:00:00,-,modere 
2010-01-31 00:00:00,nord,modere 
2010-02-01 00:00:00,ouest,modere 
2010-02-06 00:00:00,est,fort 
,ouest,modere 
2010-02-08 00:00:00,sud,modere 
2010-02-09 00:00:00,-,faible 
2010-02-10 00:00:00,-,modere 
2010-02-11 00:00:00,-,modere 
2010-02-12 00:00:00,-,faible 
2010-02-13 00:00:00,sud,modere 
2010-02-14 00:00:00,sud,modere 
2010-02-15 00:00:00,-,faible 
2010-02-16 00:00:00,-,modere 
2010-02-17 00:00:00,sud,fort 
2010-02-18 00:00:00,-,fort 
2010-02-19 00:00:00,sud,fort 
2010-02-20 00:00:00,sud,fort 
2010-02-22 00:00:00,-,modere 
2010-02-24 00:00:00,-,faible 
2010-02-26 00:00:00,nord,fort 
,est,faible 
,sud,modere 
2010-02-27 00:00:00,nord,fort 
,sud,modere 
2010-03-01 00:00:00,sud,modere 
2010-03-02 00:00:00,-,modere 
2010-03-03 00:00:00,nord,fort 
2010-03-07 00:00:00,est,faible 
,ouest,fort 
2010-03-08 00:00:00,nord,fort 
2010-03-09 00:00:00,nord,fort 
2010-03-10 00:00:00,sud,fort 
2010-03-12 00:00:00,nord,modere 
2010-03-14 00:00:00,ouest,faible 
2010-03-15 00:00:00,-,faible 
2010-03-17 00:00:00,nord,modere 
,ouest,modere 
2010-03-20 00:00:00,sud,modere 
2010-03-21 00:00:00,nord,fort 
2010-03-24 00:00:00,-,modere 
2010-03-26 00:00:00,-,fort 
2010-03-27 00:00:00,-,faible 
2010-03-29 00:00:00,-,modere 
2010-03-30 00:00:00,-,fort 
2010-03-31 00:00:00,ouest,modere 
,sud,faible 
2010-04-02 00:00:00,-,modere 
2010-04-04 00:00:00,sud,modere 
2010-04-05 00:00:00,nord,faible 
2010-04-06 00:00:00,ouest,modere 
2010-04-07 00:00:00,-,faible 
2010-04-09 00:00:00,-,faible 
2010-04-10 00:00:00,nord,modere 
2010-04-11 00:00:00,nord,modere 
2010-04-12 00:00:00,-,faible 
2010-04-14 00:00:00,-,faible 
2010-04-16 00:00:00,sud,modere 
2010-04-17 00:00:00,-,faible 
2010-04-18 00:00:00,ouest,faible 
,nord,modere 
2010-04-19 00:00:00,nord,modere 
2010-04-20 00:00:00,est,modere 
2010-04-21 00:00:00,ouest,modere 
2010-04-22 00:00:00,-,faible 
2010-04-26 00:00:00,ouest,faible 
,nord,modere 
2010-04-27 00:00:00,est,modere 
2010-04-29 00:00:00,sud,modere 
2010-04-30 00:00:00,sud,modere 
2010-05-01 00:00:00,-,faible 
2010-05-03 00:00:00,-,faible 
2010-05-04 00:00:00,-,modere 
2010-05-05 00:00:00,-,fort 
2010-05-07 00:00:00,sud,modere 
2010-05-08 00:00:00,sud,faible 
2010-05-09 00:00:00,-,faible 
2010-05-12 00:00:00,sud,modere 
,ouest,faible 
2010-05-14 00:00:00,-,faible 
2010-05-17 00:00:00,-,fort 
2010-05-19 00:00:00,-,faible 
2010-05-28 00:00:00,sud,modere 
2010-05-31 00:00:00,-,fort 
2010-06-21 00:00:00,nord,fort 
2010-08-05 00:00:00,nord,modere 
2010-08-16 00:00:00,-,modere 
2010-08-29 00:00:00,ouest,modere 
,sud,fort 
2010-09-26 00:00:00,nord,modere 
2010-10-19 00:00:00,-,faible 
2010-10-22 00:00:00,-,fort 
2010-10-25 00:00:00,nord,fort 
2010-10-29 00:00:00,sud,faible 
2010-11-04 00:00:00,ouest,modere 
,nord,modere 
2010-11-07 00:00:00,-,fort 
2010-11-08 00:00:00,sud,modere 
2010-11-11 00:00:00,sud,modere 
2010-11-15 00:00:00,-,fort 
2010-11-19 00:00:00,-,modere 
2010-11-20 00:00:00,-,modere 
2010-11-21 00:00:00,-,fort 
2010-11-22 00:00:00,ouest,modere 
2010-11-25 00:00:00,nord,fort 
,sud,modere 
2010-11-28 00:00:00,sud,modere 
2010-11-29 00:00:00,nord,fort 
2010-12-01 00:00:00,-,fort 
2010-12-02 00:00:00,ouest,modere 
2010-12-03 00:00:00,sud,modere 
2010-12-04 00:00:00,nord,modere 
2010-12-05 00:00:00,-,modere 
2010-12-06 00:00:00,-,fort 
2010-12-07 00:00:00,sud,fort 
2010-12-08 00:00:00,-,fort 
2010-12-09 00:00:00,-,modere 
2010-12-10 00:00:00,ouest,modere 
2010-12-11 00:00:00,ouest,modere 
2010-12-14 00:00:00,-,faible 
2010-12-16 00:00:00,-,faible 
2010-12-17 00:00:00,-,fort 
2010-12-18 00:00:00,-,faible 
2010-12-19 00:00:00,-,modere 
2010-12-20 00:00:00,ouest,fort 
2010-12-21 00:00:00,-,fort 
2010-12-23 00:00:00,sud,fort 
2010-12-24 00:00:00,nord,modere 
,ouest,faible 
2010-12-27 00:00:00,-,fort 
2010-12-28 00:00:00,nord,fort 
2010-12-30 00:00:00,-,faible 
2010-12-31 00:00:00,-,fort 
2011-01-01 00:00:00,-,fort 
2011-01-02 00:00:00,-,modere 
2011-01-04 00:00:00,sud,modere 
,nord,modere 
2011-01-05 00:00:00,nord,modere 
,sud,modere 
2011-01-06 00:00:00,sud,modere 
,nord,fort 
2011-01-07 00:00:00,sud,fort 
2011-01-08 00:00:00,sud,fort 
2011-01-09 00:00:00,-,modere 
2011-01-10 00:00:00,-,faible 
2011-01-11 00:00:00,sud,modere 
2011-01-12 00:00:00,nord,fort 
2011-01-13 00:00:00,-,modere 
2011-01-14 00:00:00,ouest,modere 
2011-01-15 00:00:00,nord,modere 
2011-01-16 00:00:00,sud,modere 
2011-01-17 00:00:00,sud,modere 
2011-01-18 00:00:00,ouest,modere 
2011-01-20 00:00:00,nord,modere 
2011-01-21 00:00:00,nord,modere 
2011-01-22 00:00:00,ouest,modere 
,nord,fort 
2011-01-23 00:00:00,nord,fort 
2011-01-24 00:00:00,nord,modere 
2011-01-25 00:00:00,ouest,faible 
,nord,modere 
2011-01-27 00:00:00,sud,modere 
2011-01-28 00:00:00,sud,modere 
2011-01-29 00:00:00,-,modere 
2011-01-30 00:00:00,nord,modere 
,sud,fort 
2011-01-31 00:00:00,est,modere 
,sud,fort 
2011-02-01 00:00:00,-,modere 
2011-02-03 00:00:00,-,modere 
2011-02-04 00:00:00,-,modere 
2011-02-07 00:00:00,-,modere 
2011-02-08 00:00:00,-,modere 
2011-02-09 00:00:00,ouest,faible 
,nord,modere 
2011-02-10 00:00:00,-,faible 
2011-02-12 00:00:00,ouest,modere 
2011-02-14 00:00:00,sud,modere 
2011-02-21 00:00:00,nord,modere 
,ouest,faible 
2011-02-22 00:00:00,ouest,faible 
,nord,modere 
2011-02-24 00:00:00,nord,fort 
2011-02-25 00:00:00,-,fort 
2011-02-26 00:00:00,nord,modere 
,ouest,faible 
2011-02-27 00:00:00,nord,modere 
2011-02-28 00:00:00,est,modere 
2011-03-01 00:00:00,-,modere 
2011-03-03 00:00:00,-,faible 
2011-03-04 00:00:00,sud,modere 
2011-03-05 00:00:00,-,faible 
2011-03-06 00:00:00,nord,modere 
2011-03-09 00:00:00,nord,modere 
2011-03-10 00:00:00,-,faible 
2011-03-11 00:00:00,sud,modere 
2011-03-12 00:00:00,sud,modere 
2011-03-17 00:00:00,nord,modere 
2011-03-18 00:00:00,nord,fort 
,sud,faible 
2011-03-19 00:00:00,nord,modere 
2011-03-20 00:00:00,nord,modere 
2011-03-22 00:00:00,-,faible 
2011-03-24 00:00:00,-,faible 
2011-03-25 00:00:00,sud,modere 
2011-03-26 00:00:00,sud,modere 
2011-03-27 00:00:00,sud,modere 
2011-03-28 00:00:00,-,faible 
2011-03-29 00:00:00,-,faible 
2011-03-31 00:00:00,-,faible 
2011-04-02 00:00:00,-,faible 
2011-04-03 00:00:00,-,faible 
2011-04-04 00:00:00,-,modere 
2011-04-07 00:00:00,ouest,faible 
,nord,modere 
2011-04-10 00:00:00,-,faible 
2011-04-11 00:00:00,-,faible 
2011-04-12 00:00:00,-,modere 
2011-04-15 00:00:00,-,faible 
2011-04-20 00:00:00,-,faible 
2011-04-21 00:00:00,-,faible 
2011-04-25 00:00:00,-,faible 
2011-04-27 00:00:00,nord,modere 
2011-04-28 00:00:00,-,faible 
2011-05-05 00:00:00,-,fort 
2011-05-14 00:00:00,-,faible 
2011-07-22 00:00:00,ouest,fort 
2011-10-11 00:00:00,-,fort 
2011-10-24 00:00:00,-,fort 
2011-11-07 00:00:00,-,fort 
2011-11-08 00:00:00,-,fort 
2011-12-02 00:00:00,sud,fort 
2011-12-04 00:00:00,nord,fort 
2011-12-08 00:00:00,-,fort 
2011-12-09 00:00:00,sud,fort 
,ouest,fort 
2011-12-11 00:00:00,-,faible 
2011-12-12 00:00:00,sud,fort 
2011-12-14 00:00:00,nord,modere 
,ouest,fort 
2011-12-15 00:00:00,sud,fort 
,nord,fort 
2011-12-16 00:00:00,sud,fort 
,ouest,fort 
2011-12-19 00:00:00,ouest,modere 
2011-12-20 00:00:00,-,modere 
2011-12-22 00:00:00,sud,faible 
,nord,fort 
2011-12-24 00:00:00,-,faible 
2011-12-28 00:00:00,est,modere 
2011-12-31 00:00:00,nord,fort 
2012-01-02 00:00:00,sud,fort 
2012-01-03 00:00:00,-,modere 
2012-01-05 00:00:00,-,fort 
2012-01-07 00:00:00,sud,faible 
2012-01-08 00:00:00,-,fort 
2012-01-13 00:00:00,-,modere 
2012-01-14 00:00:00,nord,modere 
2012-01-15 00:00:00,-,modere 
2012-01-16 00:00:00,nord,modere 
2012-01-17 00:00:00,nord,modere 
2012-01-18 00:00:00,nord,modere 
2012-01-20 00:00:00,-,fort 
2012-01-21 00:00:00,-,fort 
2012-01-22 00:00:00,-,fort 
2012-01-23 00:00:00,sud,fort 
,ouest,modere 
,est,modere 
2012-01-24 00:00:00,nord,fort 
2012-01-25 00:00:00,nord,fort 
2012-01-26 00:00:00,nord,modere 
2012-01-28 00:00:00,-,faible 
2012-01-30 00:00:00,-,faible 
2012-01-31 00:00:00,nord,modere 
2012-02-01 00:00:00,-,modere 
2012-02-03 00:00:00,nord,fort 
2012-02-06 00:00:00,nord,fort 
2012-02-08 00:00:00,-,faible 
2012-02-10 00:00:00,-,fort 
2012-02-11 00:00:00,-,fort 
2012-02-12 00:00:00,-,fort 
2012-02-13 00:00:00,nord,modere 
2012-02-14 00:00:00,nord,modere 
2012-02-15 00:00:00,-,fort 
2012-02-17 00:00:00,nord,modere 
2012-02-18 00:00:00,-,faible 
2012-02-19 00:00:00,nord,modere 
,ouest,faible 
2012-02-20 00:00:00,-,modere 
2012-02-21 00:00:00,sud,modere 
2012-02-22 00:00:00,nord,modere 
2012-02-24 00:00:00,-,faible 
2012-02-25 00:00:00,nord,modere 
2012-02-26 00:00:00,nord,fort 
2012-02-28 00:00:00,ouest,faible 
,est,modere 
2012-02-29 00:00:00,nord,fort 
2012-03-05 00:00:00,-,modere 
2012-03-06 00:00:00,nord,fort 
,est,modere 
2012-03-07 00:00:00,est,modere 
2012-03-09 00:00:00,nord,fort 
2012-03-11 00:00:00,nord,fort 
2012-03-12 00:00:00,nord,fort 
2012-03-13 00:00:00,-,faible 
2012-03-14 00:00:00,-,modere 
2012-03-17 00:00:00,sud,modere 
2012-03-18 00:00:00,sud,fort 
2012-03-19 00:00:00,nord,modere 
2012-03-20 00:00:00,sud,modere 
2012-03-23 00:00:00,-,modere 
2012-03-25 00:00:00,nord,modere 
2012-03-26 00:00:00,-,faible 
2012-03-28 00:00:00,-,modere 
2012-03-31 00:00:00,nord,fort 
2012-04-01 00:00:00,nord,modere 
2012-04-02 00:00:00,sud,modere 
2012-04-03 00:00:00,sud,modere 
2012-04-06 00:00:00,-,faible 
2012-04-07 00:00:00,nord,modere 
2012-04-08 00:00:00,nord,fort 
2012-04-09 00:00:00,nord,fort 
2012-04-10 00:00:00,ouest,fort 
2012-04-11 00:00:00,nord,faible 
,sud,fort 
2012-04-13 00:00:00,sud,modere 
2012-04-14 00:00:00,-,faible 
2012-04-15 00:00:00,-,faible 
2012-04-16 00:00:00,nord,modere 
2012-04-17 00:00:00,nord,fort 
2012-04-18 00:00:00,-,faible 
2012-04-19 00:00:00,-,modere 
2012-04-20 00:00:00,ouest,modere 
2012-04-22 00:00:00,-,modere 
2012-04-23 00:00:00,ouest,faible 
,sud,modere 
2012-04-24 00:00:00,-,modere 
2012-04-26 00:00:00,-,fort 
2012-04-27 00:00:00,sud,fort 
2012-04-28 00:00:00,-,modere 
2012-04-29 00:00:00,-,modere 
2012-04-30 00:00:00,sud,fort 
2012-05-01 00:00:00,sud,fort 
2012-05-02 00:00:00,sud,fort 
2012-05-05 00:00:00,sud,modere 
2012-05-06 00:00:00,-,faible 
2012-05-10 00:00:00,sud,modere 
2012-05-18 00:00:00,sud,modere 
2012-05-20 00:00:00,-,fort 
2012-05-25 00:00:00,-,faible 
2012-06-11 00:00:00,ouest,modere 
2012-09-13 00:00:00,nord,fort 
2013-10-12 00:00:00,sud,fort 
2013-10-15 00:00:00,sud,fort 
,nord,fort 
2013-10-22 00:00:00,sud,fort 
2013-11-02 00:00:00,sud,fort 
2013-11-05 00:00:00,sud,fort 
2013-11-08 00:00:00,sud,faible 
,nord,fort 
2013-11-11 00:00:00,-,fort 
2013-11-14 00:00:00,-,faible 
2013-11-18 00:00:00,sud,fort 
,nord,fort 
2013-11-20 00:00:00,sud,faible 
,est,faible 
2013-11-22 00:00:00,nord,fort 
2013-11-24 00:00:00,nord,fort 
2013-11-26 00:00:00,nord,fort 
2013-11-28 00:00:00,nord,faible 
2013-11-29 00:00:00,nord,fort 
2013-11-30 00:00:00,nord,fort 
2013-12-01 00:00:00,nord,fort 
2013-12-02 00:00:00,-,faible 
2013-12-03 00:00:00,ouest,faible 
,sud,fort 
2013-12-04 00:00:00,ouest,faible 
2013-12-05 00:00:00,nord,faible 
2013-12-06 00:00:00,nord,fort 
2013-12-07 00:00:00,ouest,faible 
,nord,fort 
2013-12-08 00:00:00,nord,faible 
2013-12-10 00:00:00,ouest,faible 
